0	1	-2.566	1.52
1	1	-2.74	0.95
2	1	-2.64	0.3
3	1	-2.6	-0.31
4	1	-2.37	-1
5	1	-2.02	-1.49
6	1	-1.367	-1.87
7	1	-0.49	-1.88
8	1	0.42	-1.78
9	1	0.95	-1.4
10	1	1.43	-0.98
11	1	1.81	-0.418
12	1	1.98	0.26
13	1	1.94	1.12
14	1	1.53	1.53
15	1	1.13	2.12
16	1	0.55	2.4
17	1	-0.14	2.7
18	1	-0.79	2.58
19	1	-1.34	2.42
20	1	-1.99	2.06
0	0	-1.25	0.77
1	0	-1.25	0.18
2	0	-1.05	-0.31
4	0	-0.55	-0.7
5	0	0.2	-0.6
6	0	0.6	-0.35
7	0	0.65	0.22
8	0	0.65	0.81
9	0	0.45	1.25
10	0	0.08	1.35
11	0	-0.43	1.35
12	0	-0.92	1.25
